	entry_ac	go_id	go_descr
3171	P40306	0016032	viral process
3172	P40306	0060071	Wnt signaling pathway, planar cell polarity pathway
3173	P28065	0005737	cytoplasm
3174	P28065	0005829	cytosol
3175	P28065	0070062	extracellular exosome
3176	P28065	0005654	nucleoplasm
3177	P28065	0005634	nucleus
3178	P28065	0000502	proteasome complex
3179	P28065	0005839	proteasome core complex
3180	P28065	0019774	proteasome core complex, beta-subunit complex
3181	P28065	1990111	spermatoproteasome complex
3182	P28065	0004175	endopeptidase activity
3183	P28065	0004298	threonine-type endopeptidase activity
3184	P28065	0031145	anaphase-promoting complex-dependent catabolic process
3185	P28065	0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
3186	P28065	0038095	Fc-epsilon receptor signaling pathway
3187	P28065	0070498	interleukin-1-mediated signaling pathway
3188	P28065	0000165	MAPK cascade
3189	P28065	0090090	negative regulation of canonical Wnt signaling pathway
3190	P28065	0010972	negative regulation of G2/M transition of mitotic cell cycle
3191	P28065	0038061	NIK/NF-kappaB signaling
3192	P28065	0090263	positive regulation of canonical Wnt signaling pathway
3193	P28065	0043687	post-translational protein modification
3194	P28065	0010498	proteasomal protein catabolic process
3195	P28065	0010499	proteasomal ubiquitin-independent protein catabolic process
3196	P28065	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
3197	P28065	0016579	protein deubiquitination
3198	P28065	0000209	protein polyubiquitination
3199	P28065	0006521	regulation of cellular amino acid metabolic process
3200	P28065	2000116	regulation of cysteine-type endopeptidase activity
3201	P28065	1902036	regulation of hematopoietic stem cell differentiation
3202	P28065	1901990	regulation of mitotic cell cycle phase transition
3203	P28065	0043488	regulation of mRNA stability
3204	P28065	0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
3205	P28065	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
3206	P28065	0002223	stimulatory C-type lectin receptor signaling pathway
3207	P28065	0050852	T cell receptor signaling pathway
3208	P28065	0055085	transmembrane transport
3209	P28065	0033209	tumor necrosis factor-mediated signaling pathway
3210	P28065	0016032	viral process
3211	P28065	0060071	Wnt signaling pathway, planar cell polarity pathway
3224	Q8TF01	0005829	cytosol
3225	Q8TF01	0016607	nuclear speck
3226	Q8TF01	0005654	nucleoplasm
3227	Q8TF01	0005886	plasma membrane
3228	Q8TF01	0048786	presynaptic active zone
3229	Q8TF01	0003723	RNA binding
3578	O94874	0005737	cytoplasm
3579	O94874	0005829	cytosol
3580	O94874	0005783	endoplasmic reticulum
3581	O94874	0005789	endoplasmic reticulum membrane
3582	O94874	0016020	membrane
3583	O94874	0043005	neuron projection
3584	O94874	0032991	protein-containing complex
3585	O94874	0061666	UFM1 ligase activity
3586	O94874	0071568	UFM1 transferase activity
3587	O94874	0043066	negative regulation of apoptotic process
3588	O94874	0032088	negative regulation of NF-kappaB transcription factor activity
3589	O94874	0031397	negative regulation of protein ubiquitination
3590	O94874	0001649	osteoblast differentiation
3591	O94874	0008284	positive regulation of cell population proliferation
3592	O94874	0060252	positive regulation of glial cell proliferation
3593	O94874	1990592	protein K69-linked ufmylation
3594	O94874	0071569	protein ufmylation
3595	O94874	0033146	regulation of intracellular estrogen receptor signaling pathway
3596	O94874	0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
3597	O94874	0032880	regulation of protein localization
3598	O94874	0034976	response to endoplasmic reticulum stress
3599	O94874	1902065	response to L-glutamate
3616	Q86XT2	0010008	endosome membrane
3617	Q86XT2	0000813	ESCRT I complex
3618	Q86XT2	0070062	extracellular exosome
3619	Q86XT2	0043657	host cell
3620	Q86XT2	0043231	intracellular membrane-bounded organelle
3621	Q86XT2	0031902	late endosome membrane
3622	Q86XT2	0016197	endosomal transport
3623	Q86XT2	0032509	endosome transport via multivesicular body sorting pathway
3624	Q86XT2	0075733	intracellular transport of virus
3625	Q86XT2	0016236	macroautophagy
3626	Q86XT2	0036258	multivesicular body assembly
3627	Q86XT2	0006612	protein targeting to membrane
3628	Q86XT2	0006623	protein targeting to vacuole
3629	Q86XT2	0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
3630	Q86XT2	0039702	viral budding via host ESCRT complex
3631	Q86XT2	0019058	viral life cycle
3785	P45379	0097512	cardiac myofibril
3786	P45379	1990584	cardiac Troponin complex
3787	P45379	0005829	cytosol
3788	P45379	0030017	sarcomere
3789	P45379	0005865	striated muscle thin filament
3790	P45379	0005861	troponin complex
3791	P45379	0003779	actin binding
3792	P45379	0005509	calcium ion binding
3793	P45379	0005523	tropomyosin binding
3794	P45379	0030172	troponin C binding
3795	P45379	0031013	troponin I binding
3796	P45379	0060048	cardiac muscle contraction
3797	P45379	0006936	muscle contraction
3798	P45379	0030049	muscle filament sliding
3799	P45379	0032780	negative regulation of ATPase activity
3800	P45379	0032781	positive regulation of ATPase activity
3801	P45379	0008016	regulation of heart contraction
3802	P45379	0006937	regulation of muscle contraction
3803	P45379	0051592	response to calcium ion
3804	P45379	0045214	sarcomere organization
3805	P45379	0003009	skeletal muscle contraction
3806	P45379	0055010	ventricular cardiac muscle tissue morphogenesis
3928	Q96LD1	0005623	cell
3929	Q96LD1	0005737	cytoplasm
3930	Q96LD1	0005856	cytoskeleton
3931	Q96LD1	0016021	integral component of membrane
3932	Q96LD1	0016012	sarcoglycan complex
3933	Q96LD1	0042383	sarcolemma
3934	Q96LD1	0048738	cardiac muscle tissue development
3935	Q96LD1	0060047	heart contraction
3936	Q96LD1	0061024	membrane organization
3937	Q96LD1	0046716	muscle cell cellular homeostasis
3938	Q96LD1	0055001	muscle cell development
3939	Q92629	0005856	cytoskeleton
3940	Q92629	0016010	dystrophin-associated glycoprotein complex
3941	Q92629	0016021	integral component of membrane
3942	Q92629	0005886	plasma membrane
3943	Q92629	0016012	sarcoglycan complex
3944	Q92629	0042383	sarcolemma
3945	Q92629	0016529	sarcoplasmic reticulum
3946	Q92629	0055074	calcium ion homeostasis
3947	Q92629	0019722	calcium-mediated signaling
3948	Q92629	0086003	cardiac muscle cell contraction
3949	Q92629	0048739	cardiac muscle fiber development
3950	Q92629	0048738	cardiac muscle tissue development
3951	Q92629	0034629	cellular protein-containing complex localization
3952	Q92629	0060977	coronary vasculature morphogenesis
3953	Q92629	0060047	heart contraction
3954	Q92629	0007517	muscle organ development
4081	Q92547	0015629	actin cytoskeleton
4082	Q92547	0005694	chromosome
4083	Q92547	0000794	condensed nuclear chromosome
4084	Q92547	0005737	cytoplasm
4085	Q92547	0043231	intracellular membrane-bounded organelle
4086	Q92547	0001673	male germ cell nucleus
4087	Q92547	0005815	microtubule organizing center
4088	Q92547	0016604	nuclear body
4089	Q92547	0005654	nucleoplasm
4090	Q92547	0005634	nucleus
4091	Q92547	0005886	plasma membrane
4092	Q92547	0016605	PML body
4093	Q92547	0000922	spindle pole
4094	Q92547	0003677	DNA binding
4095	Q92547	0042802	identical protein binding
4096	Q92547	0008022	protein C-terminus binding
4097	Q92547	0006974	cellular response to DNA damage stimulus
4098	Q92547	0006259	DNA metabolic process
4099	Q92547	0006281	DNA repair
4100	Q92547	0006260	DNA replication
4101	Q92547	0033314	mitotic DNA replication checkpoint
4102	Q92547	1901796	regulation of signal transduction by p53 class mediator
4103	Q92547	0010212	response to ionizing radiation
4175	Q14714	0030054	cell junction
4176	Q14714	0016010	dystrophin-associated glycoprotein complex
4177	Q14714	0005887	integral component of plasma membrane
4178	Q14714	0045211	postsynaptic membrane
4179	Q14714	0042383	sarcolemma
4180	Q14714	0030133	transport vesicle
4181	Q14714	0007155	cell adhesion
4182	Q14714	0006936	muscle contraction
4216	Q9BVW5	0005737	cytoplasm
4217	Q9BVW5	0000790	nuclear chromatin
4218	Q9BVW5	0005654	nucleoplasm
4219	Q9BVW5	0005634	nucleus
4220	Q9BVW5	0031298	replication fork protection complex
4221	Q9BVW5	0003677	DNA binding
4222	Q9BVW5	0044770	cell cycle phase transition
4223	Q9BVW5	0051301	cell division
4224	Q9BVW5	0006260	DNA replication
4225	Q9BVW5	0000076	DNA replication checkpoint
4226	Q9BVW5	0031573	intra-S DNA damage checkpoint
4227	Q9BVW5	0008284	positive regulation of cell population proliferation
4228	Q9BVW5	0033262	regulation of nuclear cell cycle DNA replication
4229	Q9BVW5	0043111	replication fork arrest
4230	Q9BVW5	0048478	replication fork protection
4231	Q9BVW5	0009411	response to UV
4334	Q9UMS6	0015629	actin cytoskeleton
4335	Q9UMS6	0005829	cytosol
4336	Q9UMS6	0005925	focal adhesion
4337	Q9UMS6	0043231	intracellular membrane-bounded organelle
4338	Q9UMS6	0005654	nucleoplasm
4339	Q9UMS6	0005634	nucleus
4340	Q9UMS6	0001725	stress fiber
4341	Q9UMS6	0099023	vesicle tethering complex
4342	Q9UMS6	0030018	Z disc
4343	Q9UMS6	0071889	14-3-3 protein binding
4344	Q9UMS6	0003779	actin binding
4345	Q9UMS6	0051393	alpha-actinin binding
4346	Q9UMS6	0031005	filamin binding
4347	Q9UMS6	0051371	muscle alpha-actinin binding
4348	Q9UMS6	0030674	protein binding, bridging
4349	Q9UMS6	0000045	autophagosome assembly
4350	Q9UMS6	0061684	chaperone-mediated autophagy
4351	Q9UMS6	0032233	positive regulation of actin filament bundle assembly
4352	Q9UMS6	0030335	positive regulation of cell migration
4353	Q9UMS6	2000298	regulation of Rho-dependent protein serine/threonine kinase activity
4766	Q8NEZ2	0005813	centrosome
4767	Q8NEZ2	0005829	cytosol
4768	Q8NEZ2	0010008	endosome membrane
4769	Q8NEZ2	0000813	ESCRT I complex
