	entry_ac	go_id	go_descr
49653	Q9HCE7	0060071	Wnt signaling pathway, planar cell polarity pathway
138061	Q15797	0005737	cytoplasm
138062	Q15797	0005829	cytosol
138063	Q15797	0016021	integral component of membrane
138064	Q15797	0000790	nuclear chromatin
138065	Q15797	0005637	nuclear inner membrane
138066	Q15797	0005654	nucleoplasm
138067	Q15797	0005634	nucleus
138068	Q15797	0032991	protein-containing complex
138069	Q15797	0071141	SMAD protein complex
138070	Q15797	0005667	transcription factor complex
138071	Q15797	0070410	co-SMAD binding
138072	Q15797	0017151	DEAD/H-box RNA helicase binding
138073	Q15797	0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
138074	Q15797	0003700	DNA-binding transcription factor activity
138075	Q15797	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
138076	Q15797	0070411	I-SMAD binding
138077	Q15797	0042802	identical protein binding
138078	Q15797	0046872	metal ion binding
138079	Q15797	0070878	primary miRNA binding
138080	Q15797	0019901	protein kinase binding
138081	Q15797	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
138082	Q15797	0030618	transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity
138083	Q15797	0030509	BMP signaling pathway
138084	Q15797	0009880	embryonic pattern specification
138085	Q15797	0010628	positive regulation of gene expression
138086	Q15797	1903672	positive regulation of sprouting angiogenesis
138087	Q15797	0045944	positive regulation of transcription by RNA polymerase II
138088	Q15797	1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
138089	Q15797	0031053	primary miRNA processing
138090	Q15797	0016579	protein deubiquitination
138091	Q15797	0007165	signal transduction
138092	Q15797	0007183	SMAD protein complex assembly
138093	Q15797	0060395	SMAD protein signal transduction
138094	Q15797	0007179	transforming growth factor beta receptor signaling pathway
