	entry_ac	go_id	go_descr
81233	O14776	0000122	negative regulation of transcription by RNA polymerase II
81234	O14776	0006366	transcription by RNA polymerase II
82886	Q8IWW6	0005737	cytoplasm
82887	Q8IWW6	0005829	cytosol
82888	Q8IWW6	0001891	phagocytic cup
82889	Q8IWW6	0005096	GTPase activator activity
82890	Q8IWW6	0007015	actin filament organization
82891	Q8IWW6	0002011	morphogenesis of an epithelial sheet
82892	Q8IWW6	0051058	negative regulation of small GTPase mediated signal transduction
82893	Q8IWW6	0006911	phagocytosis, engulfment
82894	Q8IWW6	0043087	regulation of GTPase activity
82895	Q8IWW6	0051056	regulation of small GTPase mediated signal transduction
82896	Q8IWW6	0007165	signal transduction
83096	Q6ZUM4	0005737	cytoplasm
83097	Q6ZUM4	0016020	membrane
83098	Q6ZUM4	0005096	GTPase activator activity
83099	Q6ZUM4	0017124	SH3 domain binding
83100	Q6ZUM4	0043547	positive regulation of GTPase activity
83101	Q6ZUM4	0006898	receptor-mediated endocytosis
83102	Q6ZUM4	0043087	regulation of GTPase activity
83103	Q6ZUM4	0007165	signal transduction
86878	Q9C0H5	0005737	cytoplasm
86879	Q9C0H5	0005856	cytoskeleton
86880	Q9C0H5	0005829	cytosol
86881	Q9C0H5	0098978	glutamatergic synapse
86882	Q9C0H5	0005634	nucleus
86883	Q9C0H5	0005096	GTPase activator activity
86884	Q9C0H5	0099173	postsynapse organization
86885	Q9C0H5	0051056	regulation of small GTPase mediated signal transduction
86886	Q9C0H5	0007165	signal transduction
96682	Q86UL8	0005923	bicellular tight junction
96683	Q86UL8	0005911	cell-cell junction
96684	Q86UL8	0005737	cytoplasm
96685	Q86UL8	0030425	dendrite
96686	Q86UL8	0005770	late endosome
96687	Q86UL8	0005634	nucleus
96688	Q86UL8	0048471	perinuclear region of cytoplasm
96689	Q86UL8	0005886	plasma membrane
96690	Q86UL8	0014069	postsynaptic density
96691	Q86UL8	0032991	protein-containing complex
96692	Q86UL8	0036057	slit diaphragm
96693	Q86UL8	0045202	synapse
96694	Q86UL8	0031697	beta-1 adrenergic receptor binding
96695	Q86UL8	0019902	phosphatase binding
96696	Q86UL8	0030159	receptor signaling complex adaptor activity
96697	Q86UL8	0046332	SMAD binding
96698	Q86UL8	0070699	type II activin receptor binding
96699	Q86UL8	1990090	cellular response to nerve growth factor stimulus
96700	Q86UL8	0072015	glomerular visceral epithelial cell development
96701	Q86UL8	0071850	mitotic cell cycle arrest
96702	Q86UL8	0032926	negative regulation of activin receptor signaling pathway
96703	Q86UL8	0030336	negative regulation of cell migration
96704	Q86UL8	0008285	negative regulation of cell population proliferation
96705	Q86UL8	0051898	negative regulation of protein kinase B signaling
96706	Q86UL8	0038180	nerve growth factor signaling pathway
96707	Q86UL8	0097118	neuroligin clustering involved in postsynaptic membrane assembly
96708	Q86UL8	0003402	planar cell polarity pathway involved in axis elongation
96709	Q86UL8	0010976	positive regulation of neuron projection development
96710	Q86UL8	0032516	positive regulation of phosphoprotein phosphatase activity
96711	Q86UL8	0002092	positive regulation of receptor internalization
96712	Q86UL8	2000809	positive regulation of synaptic vesicle clustering
96713	Q86UL8	0051291	protein heterooligomerization
96714	Q86UL8	0043113	receptor clustering
96715	Q86UL8	0007165	signal transduction
96716	Q86UL8	0060395	SMAD protein signal transduction
96717	Q5TCQ9	0005923	bicellular tight junction
96718	Q5TCQ9	0030054	cell junction
96719	Q5TCQ9	0005911	cell-cell junction
96720	Q5TCQ9	0005737	cytoplasm
96721	Q5TCQ9	0016020	membrane
96722	Q5TCQ9	0005634	nucleus
96723	Q5TCQ9	0005886	plasma membrane
96724	Q5TCQ9	0005524	ATP binding
96725	Q5TCQ9	0004385	guanylate kinase activity
96726	Q5TCQ9	0060090	molecular adaptor activity
96727	Q5TCQ9	0006915	apoptotic process
96728	Q5TCQ9	0035556	intracellular signal transduction
96729	Q5TCQ9	0046328	regulation of JNK cascade
96730	Q5TCQ9	0007165	signal transduction
96731	Q5TCQ9	0016032	viral process
102822	Q9P2P5	0005737	cytoplasm
102823	Q9P2P5	0072686	mitotic spindle
102824	Q9P2P5	0061630	ubiquitin protein ligase activity
102825	Q9P2P5	2000650	negative regulation of sodium ion transmembrane transporter activity
102826	Q9P2P5	0045732	positive regulation of protein catabolic process
102827	Q9P2P5	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
102828	Q9P2P5	0000209	protein polyubiquitination
102829	Q9P2P5	0016567	protein ubiquitination
102830	Q9P2P5	0048814	regulation of dendrite morphogenesis
102831	Q9P2P5	0030071	regulation of mitotic metaphase/anaphase transition
102832	Q9P2P5	0006511	ubiquitin-dependent protein catabolic process
107654	Q9BRR9	0005737	cytoplasm
107655	Q9BRR9	0005829	cytosol
107656	Q9BRR9	0005576	extracellular region
107657	Q9BRR9	0034774	secretory granule lumen
107658	Q9BRR9	0005096	GTPase activator activity
107659	Q9BRR9	0005547	phosphatidylinositol-3,4,5-trisphosphate binding
107660	Q9BRR9	0043312	neutrophil degranulation
107661	Q9BRR9	0043087	regulation of GTPase activity
107662	Q9BRR9	0051056	regulation of small GTPase mediated signal transduction
107663	Q9BRR9	0007165	signal transduction
110027	Q13526	0005737	cytoplasm
110028	Q13526	0005829	cytosol
110029	Q13526	0098978	glutamatergic synapse
110030	Q13526	0030496	midbody
110031	Q13526	0005739	mitochondrion
110032	Q13526	0043005	neuron projection
110033	Q13526	0016607	nuclear speck
110034	Q13526	0005654	nucleoplasm
110035	Q13526	0005634	nucleus
110036	Q13526	0099524	postsynaptic cytosol
110037	Q13526	0008013	beta-catenin binding
110038	Q13526	0016859	cis-trans isomerase activity
110039	Q13526	0032794	GTPase activating protein binding
110040	Q13526	0031434	mitogen-activated protein kinase kinase binding
110041	Q13526	0003774	motor activity
110042	Q13526	0003755	peptidyl-prolyl cis-trans isomerase activity
110043	Q13526	0051219	phosphoprotein binding
110044	Q13526	0050815	phosphoserine residue binding
110045	Q13526	0050816	phosphothreonine residue binding
110046	Q13526	0048156	tau protein binding
110047	Q13526	0007049	cell cycle
110048	Q13526	1902430	negative regulation of amyloid-beta formation
110049	Q13526	2000146	negative regulation of cell motility
110050	Q13526	0070373	negative regulation of ERK1 and ERK2 cascade
110051	Q13526	0043524	negative regulation of neuron apoptotic process
110052	Q13526	0032091	negative regulation of protein binding
110053	Q13526	0042177	negative regulation of protein catabolic process
110054	Q13526	0030512	negative regulation of transforming growth factor beta receptor signaling pathway
110055	Q13526	0032480	negative regulation of type I interferon production
110056	Q13526	0030182	neuron differentiation
110057	Q13526	0090263	positive regulation of canonical Wnt signaling pathway
110058	Q13526	0061051	positive regulation of cell growth involved in cardiac muscle cell development
110059	Q13526	0043547	positive regulation of GTPase activity
110060	Q13526	0043525	positive regulation of neuron apoptotic process
110061	Q13526	0032092	positive regulation of protein binding
110062	Q13526	0035307	positive regulation of protein dephosphorylation
110063	Q13526	0001934	positive regulation of protein phosphorylation
110064	Q13526	0045944	positive regulation of transcription by RNA polymerase II
110065	Q13526	0051443	positive regulation of ubiquitin-protein transferase activity
110066	Q13526	0000413	protein peptidyl-prolyl isomerization
110067	Q13526	0050821	protein stabilization
110068	Q13526	0032465	regulation of cytokinesis
110069	Q13526	0010468	regulation of gene expression
110070	Q13526	0007088	regulation of mitotic nuclear division
110071	Q13526	0060393	regulation of pathway-restricted SMAD protein phosphorylation
110072	Q13526	1900180	regulation of protein localization to nucleus
110073	Q13526	0001932	regulation of protein phosphorylation
110074	Q13526	0031647	regulation of protein stability
110075	Q13526	1901796	regulation of signal transduction by p53 class mediator
110076	Q13526	0001666	response to hypoxia
110077	Q13526	0050808	synapse organization
131851	O75554	0016607	nuclear speck
131852	O75554	0005654	nucleoplasm
131853	O75554	0005634	nucleus
131854	O75554	0071005	U2-type precatalytic spliceosome
131855	O75554	0003676	nucleic acid binding
131856	O75554	0070064	proline-rich region binding
131857	O75554	0008270	zinc ion binding
131858	O75554	0045292	mRNA cis splicing, via spliceosome
131859	O75554	0000398	mRNA splicing, via spliceosome
139389	P46937	0005737	cytoplasm
139390	P46937	0005829	cytosol
139391	P46937	0016020	membrane
139392	P46937	0005654	nucleoplasm
139393	P46937	0005634	nucleus
139394	P46937	0071148	TEAD-1-YAP complex
139395	P46937	0071149	TEAD-2-YAP complex
139396	P46937	0033613	activating transcription factor binding
139397	P46937	0003682	chromatin binding
139398	P46937	0070064	proline-rich region binding
139399	P46937	0008022	protein C-terminus binding
139400	P46937	0046982	protein heterodimerization activity
139401	P46937	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
139402	P46937	0003713	transcription coactivator activity
139403	P46937	0003714	transcription corepressor activity
139404	P46937	0044212	transcription regulatory region DNA binding
139405	P46937	0060449	bud elongation involved in lung branching
139406	P46937	0061026	cardiac muscle tissue regeneration
139407	P46937	0000902	cell morphogenesis
139408	P46937	0008283	cell population proliferation
139409	P46937	0006974	cellular response to DNA damage stimulus
139410	P46937	0071480	cellular response to gamma radiation
139411	P46937	0071300	cellular response to retinoic acid
139412	P46937	0060242	contact inhibition
139413	P46937	0003143	embryonic heart tube morphogenesis
139414	P46937	0003015	heart process
139415	P46937	0035329	hippo signaling
139416	P46937	0030216	keratinocyte differentiation
139417	P46937	0048368	lateral mesoderm development
139418	P46937	0060487	lung epithelial cell differentiation
139419	P46937	0030857	negative regulation of epithelial cell differentiation
139420	P46937	2001237	negative regulation of extrinsic apoptotic signaling pathway
139421	P46937	2000737	negative regulation of stem cell differentiation
139422	P46937	0030903	notochord development
139423	P46937	0048339	paraxial mesoderm development
139424	P46937	0090263	positive regulation of canonical Wnt signaling pathway
139425	P46937	0060045	positive regulation of cardiac muscle cell proliferation
139426	P46937	0033148	positive regulation of intracellular estrogen receptor signaling pathway
139427	P46937	1902459	positive regulation of stem cell population maintenance
139428	P46937	0045944	positive regulation of transcription by RNA polymerase II
139429	P46937	0045893	positive regulation of transcription, DNA-templated
139430	P46937	0050847	progesterone receptor signaling pathway
139431	P46937	0065003	protein-containing complex assembly
139432	P46937	1902036	regulation of hematopoietic stem cell differentiation
139433	P46937	0010837	regulation of keratinocyte proliferation
139434	P46937	0072307	regulation of metanephric nephron tubule epithelial cell differentiation
139435	P46937	0050767	regulation of neurogenesis
139436	P46937	0072091	regulation of stem cell proliferation
139437	P46937	0032570	response to progesterone
139438	P46937	0035019	somatic stem cell population maintenance
139439	P46937	0001894	tissue homeostasis
139440	P46937	0006367	transcription initiation from RNA polymerase II promoter
139441	P46937	0001570	vasculogenesis
142703	O00308	0005737	cytoplasm
142704	O00308	0005829	cytosol
142705	O00308	0070062	extracellular exosome
142706	O00308	0016020	membrane
142707	O00308	0005634	nucleus
142708	O00308	0000151	ubiquitin ligase complex
142709	O00308	0001085	RNA polymerase II transcription factor binding
142710	O00308	0008134	transcription factor binding
142711	O00308	0061630	ubiquitin protein ligase activity
142712	O00308	0004842	ubiquitin-protein transferase activity
142713	O00308	0006464	cellular protein modification process
142714	O00308	0006858	extracellular transport
142715	O00308	0043433	negative regulation of DNA-binding transcription factor activity
142716	O00308	0010629	negative regulation of gene expression
142717	O00308	0045746	negative regulation of Notch signaling pathway
142718	O00308	0051224	negative regulation of protein transport
142719	O00308	0000122	negative regulation of transcription by RNA polymerase II
142720	O00308	0045892	negative regulation of transcription, DNA-templated
142721	O00308	0032410	negative regulation of transporter activity
142722	O00308	0045732	positive regulation of protein catabolic process
142723	O00308	0045944	positive regulation of transcription by RNA polymerase II
142724	O00308	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
142725	O00308	0051865	protein autoubiquitination
142726	O00308	0070534	protein K63-linked ubiquitination
142727	O00308	0000209	protein polyubiquitination
142728	O00308	0016567	protein ubiquitination
142729	O00308	0034765	regulation of ion transmembrane transport
142730	O00308	0042391	regulation of membrane potential
142731	O00308	1901016	regulation of potassium ion transmembrane transporter activity
142732	O00308	0006511	ubiquitin-dependent protein catabolic process
142733	O00308	0046718	viral entry into host cell
144998	P46939	0030054	cell junction
144999	P46939	0030864	cortical actin cytoskeleton
145000	P46939	0005737	cytoplasm
145001	P46939	0005856	cytoskeleton
145002	P46939	0016010	dystrophin-associated glycoprotein complex
145003	P46939	0070062	extracellular exosome
145004	P46939	0030175	filopodium
145005	P46939	0031527	filopodium membrane
145006	P46939	0030426	growth cone
145007	P46939	0016020	membrane
145008	P46939	0031594	neuromuscular junction
145009	P46939	0005654	nucleoplasm
145010	P46939	0005886	plasma membrane
145011	P46939	0045211	postsynaptic membrane
145012	P46939	0032991	protein-containing complex
145013	P46939	0042383	sarcolemma
145014	P46939	0003779	actin binding
145015	P46939	0051015	actin filament binding
145016	P46939	0005178	integrin binding
145017	P46939	0019901	protein kinase binding
145018	P46939	0017166	vinculin binding
145019	P46939	0008270	zinc ion binding
145020	P46939	0006936	muscle contraction
145021	P46939	0007517	muscle organ development
145022	P46939	0007528	neuromuscular junction development
145023	P46939	0001954	positive regulation of cell-matrix adhesion
145024	P46939	2000649	regulation of sodium ion transmembrane transporter activity
145025	P46939	0014894	response to denervation involved in regulation of muscle adaptation
145417	Q9H4B6	0005737	cytoplasm
145418	Q9H4B6	0005829	cytosol
145419	Q9H4B6	0005634	nucleus
145420	Q9H4B6	0042802	identical protein binding
145421	Q9H4B6	0060090	molecular adaptor activity
145422	Q9H4B6	0006915	apoptotic process
145423	Q9H4B6	0001942	hair follicle development
145424	Q9H4B6	0035329	hippo signaling
145425	Q9H4B6	0060575	intestinal epithelial cell differentiation
145426	Q9H4B6	0030216	keratinocyte differentiation
145427	Q9H4B6	0060487	lung epithelial cell differentiation
145428	Q9H4B6	0060044	negative regulation of cardiac muscle cell proliferation
145429	Q9H4B6	0050680	negative regulation of epithelial cell proliferation
145430	Q9H4B6	0043065	positive regulation of apoptotic process
145431	Q9H4B6	0051091	positive regulation of DNA-binding transcription factor activity
145432	Q9H4B6	0045600	positive regulation of fat cell differentiation
145433	Q9H4B6	0050821	protein stabilization
145434	Q9H4B6	2000036	regulation of stem cell population maintenance
145435	Q9H4B6	0007165	signal transduction
145436	Q9H4B6	0060412	ventricular septum morphogenesis
146293	Q9H0M0	0005737	cytoplasm
146294	Q9H0M0	0005829	cytosol
146295	Q9H0M0	0070062	extracellular exosome
146296	Q9H0M0	0005634	nucleus
146297	Q9H0M0	0005886	plasma membrane
146298	Q9H0M0	0000151	ubiquitin ligase complex
146299	Q9H0M0	0061630	ubiquitin protein ligase activity
146300	Q9H0M0	0004842	ubiquitin-protein transferase activity
146301	Q9H0M0	0007417	central nervous system development
146302	Q9H0M0	0034220	ion transmembrane transport
146303	Q9H0M0	0045892	negative regulation of transcription, DNA-templated
146304	Q9H0M0	0045732	positive regulation of protein catabolic process
146305	Q9H0M0	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
146306	Q9H0M0	0000209	protein polyubiquitination
